Gene stable ID,Gene stable ID version,Gene type,Gene name
ENSG00000248373,ENSG00000248373.1,lincRNA,RP11-556I14.1
ENSG00000271396,ENSG00000271396.1,pseudogene,RP11-697E2.9
ENSG00000205745,ENSG00000205745.2,protein_coding,PP13004
ENSG00000221003,ENSG00000221003.1,miRNA,AC131254.1
ENSG00000183663,ENSG00000183663.6,pseudogene,RP11-44N17.1
ENSG00000252543,ENSG00000252543.1,snoRNA,U3
ENSG00000264788,ENSG00000264788.1,miRNA,MIR3148
ENSG00000214433,ENSG00000214433.4,pseudogene,AC091167.3
ENSG00000259351,ENSG00000259351.1,antisense,RP11-111E14.1
ENSG00000239078,ENSG00000239078.1,snRNA,RNU7-55P
ENSG00000260901,ENSG00000260901.1,antisense,RP13-895J2.3
ENSG00000271154,ENSG00000271154.1,pseudogene,RP6-166C19.23
ENSG00000251906,ENSG00000251906.1,snRNA,RNU6-351P
ENSG00000271349,ENSG00000271349.1,pseudogene,RP11-44N17.2
ENSG00000264009,ENSG00000264009.1,miRNA,AP001631.1
ENSG00000232293,ENSG00000232293.2,pseudogene,PAICSP7
ENSG00000251473,ENSG00000251473.2,pseudogene,AC004069.1
ENSG00000201071,ENSG00000201071.1,misc_RNA,Y_RNA
ENSG00000254013,ENSG00000254013.1,pseudogene,MAP2K1P1
ENSG00000270131,ENSG00000270131.1,lincRNA,KB-1043D8.8
ENSG00000236663,ENSG00000236663.1,antisense,AP001631.9
ENSG00000252774,ENSG00000252774.1,snoRNA,SNORA48
ENSG00000242620,ENSG00000242620.2,misc_RNA,RN7SL736P
ENSG00000100982,ENSG00000100982.7,protein_coding,PCIF1
ENSG00000271041,ENSG00000271041.1,pseudogene,RP6-166C19.18
ENSG00000264600,ENSG00000264600.1,misc_RNA,RN7SL595P
ENSG00000252136,ENSG00000252136.1,snoRNA,SNORA31
ENSG00000254224,ENSG00000254224.1,antisense,KB-1043D8.6
ENSG00000200106,ENSG00000200106.1,snRNA,RNU6-984P
ENSG00000254340,ENSG00000254340.1,antisense,RP11-10A14.3
ENSG00000265067,ENSG00000265067.1,misc_RNA,RN7SL707P
ENSG00000221309,ENSG00000221309.1,miRNA,AC091167.1
ENSG00000239175,ENSG00000239175.1,snRNA,RNU6-1218P
ENSG00000237864,ENSG00000237864.1,lincRNA,LINC00322
ENSG00000251259,ENSG00000251259.1,lincRNA,AC004069.2
ENSG00000265647,ENSG00000265647.1,miRNA,AL358815.1
ENSG00000232813,ENSG00000232813.1,pseudogene,RP11-344N17.2
ENSG00000206781,ENSG00000206781.1,misc_RNA,Y_RNA
ENSG00000199732,ENSG00000199732.1,misc_RNA,Y_RNA
ENSG00000272256,ENSG00000272256.1,antisense,RP11-489E7.4
ENSG00000237124,ENSG00000237124.1,pseudogene,MTND2P11
ENSG00000154319,ENSG00000154319.10,protein_coding,FAM167A
ENSG00000259262,ENSG00000259262.1,pseudogene,NDUFA3P4
ENSG00000137869,ENSG00000137869.9,protein_coding,CYP19A1
ENSG00000133742,ENSG00000133742.9,protein_coding,CA1
ENSG00000259682,ENSG00000259682.1,sense_intronic,RP11-702L15.4
ENSG00000237989,ENSG00000237989.1,lincRNA,AP001046.5
ENSG00000231001,ENSG00000231001.2,pseudogene,CCNB1IP1P3
ENSG00000251586,ENSG00000251586.1,antisense,TET2-AS1
ENSG00000270397,ENSG00000270397.1,pseudogene,RP6-166C19.16
ENSG00000253105,ENSG00000253105.1,lincRNA,KB-1448A5.1
ENSG00000207329,ENSG00000207329.1,misc_RNA,Y_RNA
ENSG00000241207,ENSG00000241207.1,pseudogene,RP11-344N17.3
ENSG00000164850,ENSG00000164850.10,protein_coding,GPER1
ENSG00000248415,ENSG00000248415.1,pseudogene,GAPDHP61
ENSG00000263861,ENSG00000263861.1,miRNA,MIR3927
ENSG00000253252,ENSG00000253252.2,lincRNA,RP11-10A14.6
ENSG00000259177,ENSG00000259177.1,antisense,RP11-154B12.3
ENSG00000241511,ENSG00000241511.1,pseudogene,RPS15AP24
ENSG00000151617,ENSG00000151617.11,protein_coding,EDNRA
ENSG00000225637,ENSG00000225637.1,lincRNA,AP001046.6
ENSG00000271502,ENSG00000271502.1,pseudogene,RP6-166C19.17
ENSG00000221665,ENSG00000221665.1,miRNA,AL591708.1
ENSG00000243403,ENSG00000243403.1,pseudogene,RP11-330L19.1
ENSG00000259212,ENSG00000259212.1,antisense,CTD-3065B20.2
ENSG00000202095,ENSG00000202095.1,snRNA,RNU6-1172P
ENSG00000096968,ENSG00000096968.8,protein_coding,JAK2
ENSG00000271869,ENSG00000271869.1,lincRNA,RP11-51J9.5
ENSG00000239465,ENSG00000239465.1,pseudogene,RP11-330L19.2
ENSG00000272249,ENSG00000272249.1,antisense,KB-1958F4.2
ENSG00000259314,ENSG00000259314.1,antisense,CTD-3065B20.3
ENSG00000237345,ENSG00000237345.1,pseudogene,RP11-344N17.11
ENSG00000188660,ENSG00000188660.3,lincRNA,LINC00319
ENSG00000122547,ENSG00000122547.6,protein_coding,EEPD1
ENSG00000248538,ENSG00000248538.2,lincRNA,RP11-10A14.5
ENSG00000271211,ENSG00000271211.1,pseudogene,RP6-166C19.20
ENSG00000270077,ENSG00000270077.1,sense_intronic,KB-1958F4.1
ENSG00000207223,ENSG00000207223.1,misc_RNA,Y_RNA
ENSG00000207162,ENSG00000207162.1,snRNA,RNU6-549P
ENSG00000253708,ENSG00000253708.1,antisense,RP11-51J9.4
ENSG00000259736,ENSG00000259736.1,antisense,RP11-387D10.2
ENSG00000260640,ENSG00000260640.1,lincRNA,KB-1000E4.2
ENSG00000265967,ENSG00000265967.1,antisense,AC100830.4
ENSG00000221187,ENSG00000221187.1,miRNA,MIR548M
ENSG00000213539,ENSG00000213539.4,pseudogene,YBX1P6
ENSG00000270736,ENSG00000270736.1,pseudogene,RP6-166C19.19
ENSG00000207215,ENSG00000207215.1,snoRNA,U3
ENSG00000212098,ENSG00000212098.1,miRNA,AL390966.1
ENSG00000264937,ENSG00000264937.1,antisense,AC100830.5
ENSG00000213750,ENSG00000213750.4,pseudogene,KB-1683C8.1
ENSG00000259746,ENSG00000259746.1,pseudogene,HSPE1P3
ENSG00000272375,ENSG00000272375.1,lincRNA,RP11-51J9.6
ENSG00000271094,ENSG00000271094.1,pseudogene,RP3-380C13.2
ENSG00000259635,ENSG00000259635.1,antisense,AC100830.3
ENSG00000204648,ENSG00000204648.7,pseudogene,SSX9
ENSG00000202399,ENSG00000202399.1,misc_RNA,Y_RNA
ENSG00000270771,ENSG00000270771.1,pseudogene,RP6-166C19.12
ENSG00000252910,ENSG00000252910.1,snRNA,RNU7-177P
ENSG00000254091,ENSG00000254091.2,pseudogene,RP11-10A14.8
ENSG00000221033,ENSG00000221033.1,miRNA,MIR1272
ENSG00000245479,ENSG00000245479.2,sense_overlapping,RP11-387D10.3
ENSG00000185186,ENSG00000185186.4,lincRNA,LINC00313
ENSG00000270682,ENSG00000270682.1,pseudogene,KB-1907C4.2
ENSG00000264929,ENSG00000264929.1,misc_RNA,RN7SL348P
ENSG00000248159,ENSG00000248159.1,pseudogene,HSPA8P11
ENSG00000223467,ENSG00000223467.2,pseudogene,CALM1P1
ENSG00000232939,ENSG00000232939.1,antisense,RP11-406O23.2
ENSG00000270218,ENSG00000270218.1,pseudogene,RP11-325L12.5
ENSG00000230475,ENSG00000230475.5,protein_coding,ABHD16A
ENSG00000271796,ENSG00000271796.1,snoRNA,snoU13
ENSG00000200677,ENSG00000200677.1,snoRNA,SNORD18
ENSG00000252571,ENSG00000252571.1,snoRNA,SCARNA17
ENSG00000259258,ENSG00000259258.1,pseudogene,RP11-325L12.3
ENSG00000252024,ENSG00000252024.1,snoRNA,SCARNA18
ENSG00000259704,ENSG00000259704.1,sense_overlapping,CTD-3094K11.1
ENSG00000199876,ENSG00000199876.1,misc_RNA,RN7SKP131
ENSG00000201709,ENSG00000201709.1,snRNA,RNU6-686P
ENSG00000241869,ENSG00000241869.2,misc_RNA,RN7SL363P
ENSG00000206903,ENSG00000206903.1,snoRNA,SNORA24
ENSG00000270646,ENSG00000270646.1,pseudogene,RP6-166C19.15
ENSG00000236984,ENSG00000236984.1,pseudogene,XXbac-B33L19.10
ENSG00000254235,ENSG00000254235.1,lincRNA,RP11-115J16.1
ENSG00000199568,ENSG00000199568.1,snRNA,RNU5A-1
ENSG00000259661,ENSG00000259661.1,antisense,AC068831.15
ENSG00000234391,ENSG00000234391.1,pseudogene,RP11-344N17.6
ENSG00000270456,ENSG00000270456.1,pseudogene,RP6-166C19.14
ENSG00000027001,ENSG00000027001.7,protein_coding,MIPEP
ENSG00000259346,ENSG00000259346.2,pseudogene,RP11-349G13.2
ENSG00000262273,ENSG00000262273.2,protein_coding,PNLIPRP1
ENSG00000234757,ENSG00000234757.1,pseudogene,CA15P2
ENSG00000254316,ENSG00000254316.1,pseudogene,CTD-2345M20.2
ENSG00000200156,ENSG00000200156.1,snRNA,RNU5B-1
ENSG00000224441,ENSG00000224441.1,antisense,AC068831.3
ENSG00000270251,ENSG00000270251.1,pseudogene,RP6-166C19.13
ENSG00000228053,ENSG00000228053.1,pseudogene,RP11-151F5.2
ENSG00000225894,ENSG00000225894.1,pseudogene,PPP1R26P2
ENSG00000270690,ENSG00000270690.1,pseudogene,RP11-349G13.3
ENSG00000223975,ENSG00000223975.1,lincRNA,AP001048.4
ENSG00000258555,ENSG00000258555.2,protein_coding,SPECC1L-ADORA2A
ENSG00000206658,ENSG00000206658.1,snRNA,RNU6-1039P
ENSG00000253346,ENSG00000253346.1,pseudogene,CTD-3107M8.1
ENSG00000259232,ENSG00000259232.2,pseudogene,RP11-349G13.1
ENSG00000216522,ENSG00000216522.3,pseudogene,AC011718.1
ENSG00000201567,ENSG00000201567.1,rRNA,RNA5SP510
ENSG00000212254,ENSG00000212254.1,snRNA,RNU6-124P
ENSG00000214326,ENSG00000214326.2,pseudogene,RPL31P1
ENSG00000258384,ENSG00000258384.1,antisense,AC068831.6
ENSG00000121211,ENSG00000121211.3,protein_coding,MND1
ENSG00000233433,ENSG00000233433.1,pseudogene,RP1-296G17.3
ENSG00000252217,ENSG00000252217.1,misc_RNA,Y_RNA
ENSG00000215085,ENSG00000215085.4,pseudogene,RP11-471G13.2
ENSG00000232896,ENSG00000232896.1,lincRNA,RP11-410K21.2
ENSG00000103671,ENSG00000103671.5,protein_coding,TRIP4
ENSG00000207449,ENSG00000207449.1,snRNA,RNU6-19P
ENSG00000254152,ENSG00000254152.1,pseudogene,CTD-3107M8.2
ENSG00000138684,ENSG00000138684.3,protein_coding,IL21
ENSG00000258725,ENSG00000258725.1,antisense,PRC1-AS1
ENSG00000238715,ENSG00000238715.1,snoRNA,snoU13
ENSG00000234289,ENSG00000234289.4,pseudogene,H2BFS
ENSG00000234176,ENSG00000234176.1,pseudogene,HSPA8P1
ENSG00000238311,ENSG00000238311.1,snoRNA,snoU13
ENSG00000264737,ENSG00000264737.1,miRNA,MIR4511
ENSG00000178381,ENSG00000178381.7,protein_coding,ZFAND2A
ENSG00000127589,ENSG00000127589.4,pseudogene,TUBBP1
ENSG00000261544,ENSG00000261544.1,sense_intronic,RP11-16E23.3
ENSG00000234030,ENSG00000234030.1,pseudogene,TMEM97P1
ENSG00000200142,ENSG00000200142.1,misc_RNA,Y_RNA
ENSG00000223579,ENSG00000223579.2,lincRNA,AC011718.2
ENSG00000212032,ENSG00000212032.2,miRNA,AC007486.1
ENSG00000259924,ENSG00000259924.1,pseudogene,RP11-16E23.4
ENSG00000265456,ENSG00000265456.1,miRNA,MIR3672
ENSG00000136573,ENSG00000136573.8,protein_coding,BLK
ENSG00000215458,ENSG00000215458.4,antisense,AP001053.11
ENSG00000223918,ENSG00000223918.1,pseudogene,RP13-461N9.2
ENSG00000214432,ENSG00000214432.5,antisense,AC068831.10
ENSG00000199212,ENSG00000199212.1,snoRNA,RNU105C
ENSG00000249271,ENSG00000249271.2,pseudogene,HNRNPA1P44
ENSG00000206315,ENSG00000206315.5,protein_coding,PBX2
ENSG00000254109,ENSG00000254109.1,antisense,RBPMS-AS1
ENSG00000244107,ENSG00000244107.2,misc_RNA,RN7SL250P
ENSG00000270275,ENSG00000270275.1,pseudogene,RP11-53M11.4
ENSG00000252715,ENSG00000252715.1,snRNA,RNU6-265P
ENSG00000226098,ENSG00000226098.3,pseudogene,RP11-53M11.2
ENSG00000263512,ENSG00000263512.1,miRNA,MIR4311
ENSG00000261148,ENSG00000261148.1,antisense,RP13-895J2.7
ENSG00000261318,ENSG00000261318.1,antisense,RP11-653J6.1
ENSG00000213498,ENSG00000213498.3,pseudogene,TPT1P13
ENSG00000258542,ENSG00000258542.1,pseudogene,AC068831.11
ENSG00000260773,ENSG00000260773.1,antisense,RP11-352G18.2
ENSG00000221217,ENSG00000221217.2,miRNA,AL359851.1
ENSG00000270861,ENSG00000270861.1,pseudogene,KB-1589B1.4
ENSG00000227005,ENSG00000227005.1,lincRNA,AC011718.3
ENSG00000206923,ENSG00000206923.1,snRNA,RNU6-432P
ENSG00000128271,ENSG00000128271.15,protein_coding,ADORA2A
ENSG00000260585,ENSG00000260585.1,lincRNA,RP13-192B19.2
ENSG00000252712,ENSG00000252712.1,snoRNA,SCARNA14
ENSG00000227302,ENSG00000227302.1,pseudogene,SSXP9
ENSG00000258665,ENSG00000258665.1,pseudogene,AC068831.12
ENSG00000092445,ENSG00000092445.7,protein_coding,TYRO3
ENSG00000233938,ENSG00000233938.1,pseudogene,PPP1R26P3
ENSG00000254142,ENSG00000254142.2,lincRNA,RP11-53M11.3
ENSG00000253639,ENSG00000253639.1,pseudogene,SUMO2P18
ENSG00000223271,ENSG00000223271.1,misc_RNA,Y_RNA
ENSG00000237891,ENSG00000237891.1,pseudogene,RP11-417D4.1
ENSG00000207343,ENSG00000207343.1,snRNA,RNU6-225P
ENSG00000240821,ENSG00000240821.1,pseudogene,RPL9P25
ENSG00000215493,ENSG00000215493.3,pseudogene,XXbac-B562F10.11
ENSG00000258551,ENSG00000258551.1,lincRNA,RP11-661P17.1
ENSG00000252959,ENSG00000252959.1,rRNA,RNA5SP170
ENSG00000253112,ENSG00000253112.1,antisense,CTD-2373N4.5
ENSG00000261102,ENSG00000261102.2,pseudogene,ATP5J2P6
ENSG00000207401,ENSG00000207401.1,misc_RNA,Y_RNA
ENSG00000255156,ENSG00000255156.1,misc_RNA,KLHL22-IT1
ENSG00000243504,ENSG00000243504.1,pseudogene,RPS23P1
ENSG00000266254,ENSG00000266254.1,miRNA,AC093874.1
ENSG00000212409,ENSG00000212409.1,misc_RNA,RNY4P18
ENSG00000254172,ENSG00000254172.1,snRNA,RNU5A-3P
ENSG00000164124,ENSG00000164124.6,protein_coding,TMEM144
ENSG00000206711,ENSG00000206711.1,misc_RNA,Y_RNA
ENSG00000201916,ENSG00000201916.1,misc_RNA,Y_RNA
ENSG00000258954,ENSG00000258954.1,lincRNA,RP11-692C24.1
ENSG00000227531,ENSG00000227531.1,lincRNA,RP11-202G18.1
ENSG00000221317,ENSG00000221317.1,miRNA,AL513487.1
ENSG00000243404,ENSG00000243404.2,pseudogene,RPL35AP32
ENSG00000153132,ENSG00000153132.8,protein_coding,CLGN
ENSG00000249675,ENSG00000249675.1,lincRNA,RP11-217C7.1
ENSG00000225261,ENSG00000225261.1,antisense,RP5-937E21.8
ENSG00000242876,ENSG00000242876.2,misc_RNA,RN7SL812P
ENSG00000245970,ENSG00000245970.2,antisense,KB-1208A12.3
ENSG00000266200,ENSG00000266200.2,polymorphic_pseudogene,PNLIPRP2
ENSG00000223238,ENSG00000223238.1,rRNA,RNA5SP294
ENSG00000258765,ENSG00000258765.1,lincRNA,RP11-692C24.2
ENSG00000236670,ENSG00000236670.1,pseudogene,KRT18P5
ENSG00000230100,ENSG00000230100.1,lincRNA,RP11-344N17.8
ENSG00000212373,ENSG00000212373.1,rRNA,RNA5SP171
ENSG00000232496,ENSG00000232496.2,pseudogene,RPL3P12
ENSG00000269999,ENSG00000269999.1,antisense,CTD-3185P2.2
ENSG00000224644,ENSG00000224644.1,antisense,RP11-16L21.7
ENSG00000207067,ENSG00000207067.1,snoRNA,SNORA72
ENSG00000229322,ENSG00000229322.1,pseudogene,RP5-937E21.1
ENSG00000265300,ENSG00000265300.1,miRNA,AC007731.1
ENSG00000270747,ENSG00000270747.1,pseudogene,RP11-344N17.15
ENSG00000258540,ENSG00000258540.1,pseudogene,RP11-692C24.3
ENSG00000250150,ENSG00000250150.1,lincRNA,RP11-436A7.1
ENSG00000261351,ENSG00000261351.1,antisense,CTD-3185P2.1
ENSG00000252755,ENSG00000252755.1,snRNA,RNU6-703P
ENSG00000236003,ENSG00000236003.1,antisense,AC007050.17
ENSG00000228833,ENSG00000228833.1,pseudogene,RP5-1014O16.9
ENSG00000252558,ENSG00000252558.1,snRNA,RNU6-914P
ENSG00000259057,ENSG00000259057.1,pseudogene,CTD-2343P13.1
ENSG00000240772,ENSG00000240772.2,misc_RNA,RN7SL776P
ENSG00000204173,ENSG00000204173.6,pseudogene,LRRC37A5P
ENSG00000223377,ENSG00000223377.1,pseudogene,RP5-1014O16.1
ENSG00000266589,ENSG00000266589.1,miRNA,MIR4512
ENSG00000254267,ENSG00000254267.1,lincRNA,KB-1458E12.1
ENSG00000238981,ENSG00000238981.1,snoRNA,snoU13
ENSG00000248913,ENSG00000248913.1,pseudogene,PHBP14
ENSG00000199574,ENSG00000199574.1,snoRNA,SNORD18C
ENSG00000250261,ENSG00000250261.1,pseudogene,AC007050.18
ENSG00000254608,ENSG00000254608.1,pseudogene,RP11-56A10.1
ENSG00000260661,ENSG00000260661.1,antisense,RP11-152L20.3
ENSG00000253468,ENSG00000253468.1,pseudogene,KB-1517D11.2
ENSG00000222721,ENSG00000222721.1,misc_RNA,RN7SKP188
ENSG00000142149,ENSG00000142149.4,protein_coding,HUNK
ENSG00000202529,ENSG00000202529.1,snoRNA,SNORD18B
ENSG00000270336,ENSG00000270336.1,pseudogene,RP11-521F1.1
ENSG00000268735,ENSG00000268735.1,protein_coding,AL139080.1
ENSG00000272321,ENSG00000272321.1,antisense,KB-1517D11.4
ENSG00000258761,ENSG00000258761.1,antisense,RP11-24J19.1
ENSG00000231694,ENSG00000231694.1,pseudogene,RP5-1014O16.10
ENSG00000199673,ENSG00000199673.1,snoRNA,SNORD16
ENSG00000248601,ENSG00000248601.1,antisense,RP11-310I9.1
ENSG00000200623,ENSG00000200623.1,snoRNA,SNORD18A
ENSG00000207378,ENSG00000207378.1,snRNA,RNU6-748P
ENSG00000258726,ENSG00000258726.1,pseudogene,DUXAP6
ENSG00000224067,ENSG00000224067.2,pseudogene,RP11-430K21.2
ENSG00000235254,ENSG00000235254.3,pseudogene,TMEM185AP1
ENSG00000238744,ENSG00000238744.1,snoRNA,snoU13
ENSG00000253911,ENSG00000253911.1,antisense,KB-1205A7.2
ENSG00000270490,ENSG00000270490.1,pseudogene,RP11-622C24.1
ENSG00000198026,ENSG00000198026.6,protein_coding,ZNF335
ENSG00000207171,ENSG00000207171.1,snoRNA,SNORA51
ENSG00000206907,ENSG00000206907.1,snRNA,RNU6-1013P
ENSG00000223553,ENSG00000223553.1,pseudogene,SMPD4P1
ENSG00000259437,ENSG00000259437.1,lincRNA,RP11-798K3.4
ENSG00000254112,ENSG00000254112.1,pseudogene,KB-1205A7.1
ENSG00000229226,ENSG00000229226.3,pseudogene,BTF3L4P4
ENSG00000258925,ENSG00000258925.2,pseudogene,NPM1P5
ENSG00000266315,ENSG00000266315.1,miRNA,MIR4668
ENSG00000263662,ENSG00000263662.1,miRNA,AL591856.4
ENSG00000239196,ENSG00000239196.1,miRNA,AL591856.3
ENSG00000222356,ENSG00000222356.1,snRNA,RNU6-710P
ENSG00000240870,ENSG00000240870.2,pseudogene,RPL19P14
ENSG00000259289,ENSG00000259289.1,lincRNA,RP11-798K3.3
ENSG00000181004,ENSG00000181004.5,protein_coding,BBS12
ENSG00000249623,ENSG00000249623.1,antisense,RP11-610J23.1
ENSG00000263854,ENSG00000263854.1,miRNA,AL591856.5
ENSG00000239197,ENSG00000239197.1,snoRNA,snoU109
ENSG00000253114,ENSG00000253114.2,pseudogene,RP11-550I15.1
ENSG00000266603,ENSG00000266603.1,miRNA,AL591856.7
ENSG00000253415,ENSG00000253415.1,pseudogene,RP11-44N12.4
ENSG00000258739,ENSG00000258739.1,pseudogene,ENO1P2
ENSG00000259953,ENSG00000259953.1,sense_overlapping,RP11-4O1.2
ENSG00000238617,ENSG00000238617.1,miRNA,AL591856.1
ENSG00000256122,ENSG00000256122.1,pseudogene,AC093334.1
ENSG00000206613,ENSG00000206613.1,snRNA,RNU6-1336P
ENSG00000248522,ENSG00000248522.1,pseudogene,SBF1P1
ENSG00000205863,ENSG00000205863.5,protein_coding,C1QTNF9B
ENSG00000170004,ENSG00000170004.12,protein_coding,CHD3
ENSG00000198223,ENSG00000198223.10,protein_coding,CSF2RA
ENSG00000264787,ENSG00000264787.1,miRNA,AL591856.6
ENSG00000214676,ENSG00000214676.4,pseudogene,RPL9P16
ENSG00000254312,ENSG00000254312.1,pseudogene,MRP63P7
ENSG00000239051,ENSG00000239051.1,miRNA,AL591856.2
ENSG00000259170,ENSG00000259170.1,lincRNA,RP11-763K15.1
ENSG00000004660,ENSG00000004660.10,protein_coding,CAMKK1
ENSG00000268155,ENSG00000268155.1,protein_coding,AL161450.1
ENSG00000249609,ENSG00000249609.1,antisense,RP11-635L1.3
ENSG00000248744,ENSG00000248744.1,lincRNA,RP11-362I1.1
ENSG00000259347,ENSG00000259347.1,lincRNA,RP11-798K3.2
ENSG00000222327,ENSG00000222327.1,snRNA,RNU6-855P
ENSG00000224732,ENSG00000224732.1,pseudogene,MAGEA7P
ENSG00000201176,ENSG00000201176.1,snRNA,RNU6-853P
ENSG00000157103,ENSG00000157103.6,protein_coding,SLC6A1
ENSG00000200261,ENSG00000200261.1,misc_RNA,Y_RNA
ENSG00000225055,ENSG00000225055.1,pseudogene,RP11-344N17.9
ENSG00000201818,ENSG00000201818.1,misc_RNA,RNY4P17
ENSG00000238125,ENSG00000238125.1,pseudogene,SLC9A3P2
ENSG00000225513,ENSG00000225513.1,pseudogene,RP11-165N19.2
ENSG00000248320,ENSG00000248320.1,pseudogene,PRKRIRP9
ENSG00000236185,ENSG00000236185.1,pseudogene,HNRNPDLP3
ENSG00000251445,ENSG00000251445.1,antisense,RP11-483A20.3
ENSG00000254357,ENSG00000254357.1,antisense,RP11-628E19.2
ENSG00000120210,ENSG00000120210.6,protein_coding,INSL6
ENSG00000242256,ENSG00000242256.2,misc_RNA,RN7SL57P
ENSG00000214671,ENSG00000214671.4,pseudogene,RPL6P12
ENSG00000264718,ENSG00000264718.1,miRNA,AC007050.1
ENSG00000226307,ENSG00000226307.1,pseudogene,HNRNPDLP1
ENSG00000234448,ENSG00000234448.1,pseudogene,RP11-344N17.13
ENSG00000199525,ENSG00000199525.1,rRNA,RNA5SP295
ENSG00000221589,ENSG00000221589.1,miRNA,AC100817.1
ENSG00000224560,ENSG00000224560.3,pseudogene,RP11-270L13.1
ENSG00000259246,ENSG00000259246.3,pseudogene,HMGN2P47
ENSG00000251171,ENSG00000251171.1,antisense,RP11-327O17.2
ENSG00000243911,ENSG00000243911.2,misc_RNA,RN7SL430P
ENSG00000229829,ENSG00000229829.1,pseudogene,DUTP4
ENSG00000180357,ENSG00000180357.5,protein_coding,ZNF609
ENSG00000235425,ENSG00000235425.2,pseudogene,RPS7P13
ENSG00000266292,ENSG00000266292.2,protein_coding,CPA5
ENSG00000104691,ENSG00000104691.10,processed_transcript,UBXN8
ENSG00000200720,ENSG00000200720.1,snRNA,RNU6-931P
ENSG00000229107,ENSG00000229107.2,pseudogene,ABHD17AP4
ENSG00000231603,ENSG00000231603.1,pseudogene,RP11-344N17.12
ENSG00000230081,ENSG00000230081.2,pseudogene,HSPE1P28
ENSG00000242634,ENSG00000242634.1,pseudogene,RPS24P16
ENSG00000222955,ENSG00000222955.1,rRNA,RNA5SP265
ENSG00000222257,ENSG00000222257.1,misc_RNA,RN7SKP199
ENSG00000253887,ENSG00000253887.1,lincRNA,RP11-10A14.7
ENSG00000264713,ENSG00000264713.1,miRNA,AC106878.1
ENSG00000254325,ENSG00000254325.2,sense_intronic,RP11-318K15.2
ENSG00000260878,ENSG00000260878.1,sense_overlapping,RP11-320H14.1
ENSG00000270583,ENSG00000270583.1,pseudogene,RP11-471G13.5
ENSG00000229204,ENSG00000229204.2,pseudogene,PTGES3P3
ENSG00000213529,ENSG00000213529.3,pseudogene,RP11-432F4.2
ENSG00000159055,ENSG00000159055.3,protein_coding,MIS18A
ENSG00000230899,ENSG00000230899.1,antisense,MAGEA8-AS1
ENSG00000249330,ENSG00000249330.1,antisense,RP11-436F23.1
ENSG00000207415,ENSG00000207415.1,snRNA,RNU6-1151P
ENSG00000100024,ENSG00000100024.10,protein_coding,UPB1
ENSG00000259673,ENSG00000259673.1,lincRNA,IQCH-AS1
ENSG00000232842,ENSG00000232842.2,pseudogene,RP5-961K14.1
ENSG00000250068,ENSG00000250068.1,pseudogene,RP11-576C12.1
ENSG00000199405,ENSG00000199405.1,snoRNA,SNORA1
ENSG00000252243,ENSG00000252243.1,snRNA,RNU6-412P
ENSG00000120211,ENSG00000120211.4,protein_coding,INSL4
ENSG00000248625,ENSG00000248625.1,pseudogene,RP11-205M3.1
ENSG00000216204,ENSG00000216204.1,miRNA,AC018607.1
ENSG00000273167,ENSG00000273167.1,protein_coding,RP11-307N16.6
ENSG00000217261,ENSG00000217261.4,pseudogene,POM121L4P
ENSG00000253735,ENSG00000253735.1,lincRNA,RP11-115J16.3
ENSG00000224871,ENSG00000224871.1,antisense,XX-FW81066F1.2
ENSG00000249936,ENSG00000249936.2,pseudogene,RAC1P2
ENSG00000248319,ENSG00000248319.1,lincRNA,RP11-205M3.3
ENSG00000226609,ENSG00000226609.1,antisense,RP11-276E15.4
ENSG00000138685,ENSG00000138685.8,protein_coding,FGF2
ENSG00000240905,ENSG00000240905.2,misc_RNA,RN7SL798P
ENSG00000242998,ENSG00000242998.2,misc_RNA,RN7SL379P
ENSG00000130706,ENSG00000130706.8,protein_coding,ADRM1
ENSG00000251200,ENSG00000251200.1,antisense,RP11-6E9.5
ENSG00000238301,ENSG00000238301.1,snoRNA,snoU13
ENSG00000271631,ENSG00000271631.1,antisense,RP11-408O19.5
ENSG00000271722,ENSG00000271722.1,lincRNA,RP11-446E9.2
ENSG00000201815,ENSG00000201815.1,snRNA,RNU6-526P
ENSG00000235062,ENSG00000235062.4,pseudogene,BCRP5
ENSG00000243383,ENSG00000243383.2,misc_RNA,RN7SL89P
ENSG00000260918,ENSG00000260918.1,sense_overlapping,RP11-731J8.2
ENSG00000203262,ENSG00000203262.3,pseudogene,RP5-961K14.2
ENSG00000200917,ENSG00000200917.1,snRNA,RNU6-553P
ENSG00000249955,ENSG00000249955.1,antisense,RP11-6E9.4
ENSG00000237906,ENSG00000237906.1,pseudogene,MUPP
ENSG00000270964,ENSG00000270964.1,lincRNA,RP11-502I4.3
ENSG00000249264,ENSG00000249264.1,pseudogene,EEF1A1P9
ENSG00000242431,ENSG00000242431.2,pseudogene,RP11-731J8.1
ENSG00000136574,ENSG00000136574.13,protein_coding,GATA4
ENSG00000196814,ENSG00000196814.10,protein_coding,MVB12B
ENSG00000186417,ENSG00000186417.9,protein_coding,GLDN
ENSG00000248822,ENSG00000248822.1,pseudogene,APOBEC3AP1
ENSG00000248254,ENSG00000248254.1,antisense,AC092597.3
ENSG00000254237,ENSG00000254237.1,lincRNA,RP11-115J16.2
ENSG00000259512,ENSG00000259512.3,pseudogene,HNRNPA1P5
ENSG00000172361,ENSG00000172361.5,protein_coding,CCDC11
ENSG00000216425,ENSG00000216425.4,pseudogene,AC004066.2
